"GBAN","cluster","Orc_genre","Orc_species","Fun_order","Fun_family","Fun_genus","Fun_species","lat","lon","geneRegion","DOI","Title","Author","Origin","pubmed","number","Notes","otu"
"MK557819","Cluster 189","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.5927,23.09452,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer40"
"MK557819","Cluster 189","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.92146,3.473415,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer40"
"MK557819","Cluster 189","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.9177,3.50425,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer40"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",43.9177,3.50425,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",39.10837,26.37353,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",54.26178,-8.61585,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",40.82347,14.39286,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",40.8217,14.39482,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",40.8225,14.38295,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557820","Cluster 190","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser1"
"MK557821","Cluster 191","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the36"
"MK557821","Cluster 191","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",40.82348,14.39381,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the36"
"MK557821","Cluster 191","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",37.81393,14.41387,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the36"
"MK557821","Cluster 191","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the36"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93131,3.510012,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93497,3.518619,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.5927,23.09452,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.8225,14.38295,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",41.30194,14.00648,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.50274,14.1054,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557822","Cluster 192","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82687,14.40054,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer41"
"MK557823","Cluster 193","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",40.8217,14.39482,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus24"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",48.79631,-1.56969,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93131,3.510012,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.26209,-8.61475,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557824","Cluster 194","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.24538,-8.51075,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer42"
"MK557825","Cluster 60","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer10"
"MK557825","Cluster 60","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer10"
"MK557825","Cluster 60","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer10"
"MK557826","Cluster 195","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus25"
"MK557826","Cluster 195","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",37.81393,14.41387,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus25"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.92146,3.473415,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.20016,-6.63079,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.94703,3.528905,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.24538,-8.51075,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.00381,26.32637,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.10837,26.37353,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",54.26209,-8.61475,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93497,3.518619,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557827","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",48.79631,-1.56969,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557828","Cluster 196","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",40.8217,14.39482,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus26"
"MK557828","Cluster 196","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",40.82173,14.39474,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus26"
"MK557828","Cluster 196","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",54.26178,-8.61585,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus26"
"MK557828","Cluster 196","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus26"
"MK557829","Cluster 197","Spiranthes","Spiranthes spiralis","Sebacinales","serendipitaceae","","",39.10386,26.39202,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","ser2"
"MK557830","Cluster 198","Spiranthes","Spiranthes spiralis","Thelephorales","thelephoraceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","the37"
"MK557831","Cluster 199","Spiranthes","Spiranthes spiralis","Russulales","russulaceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","rus27"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",41.30991,14.02031,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.10386,26.39202,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",43.93497,3.518619,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02483,26.32138,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.82338,14.39321,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.78321,14.57238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",40.8225,14.38295,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.89712,14.37238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",38.9892,26.31498,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557832","Cluster 80","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.02045,26.32708,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer2"
"MK557833","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",37.78321,14.57238,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557833","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.21013,-6.6253,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557833","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.09555,26.36539,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557833","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",52.20016,-6.63079,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
"MK557833","Cluster 28","Spiranthes","Spiranthes spiralis","Cantharellales","ceratobasidiaceae","","",39.06083,26.55076,"ITS3/4OF","DOI: 10.1111/jbi.13548","Latitudinal variation in mycorrhizal diversity associated with a European orchid","Karl J. Duffy, Michael Waud, Bertrand Schatz, Theodora Petanidou, Hans Jacquemyn","",NA,NA,"","cer20"
